Trade(buyOrderId=BUY-1763965650528-006499, sellOrderId=SELL-1763965655403-007276, tradeType=FOREX, price=2.47, quantity=411, timestamp=1774605095574)
Trade(buyOrderId=BUY-1763965650529-006857, sellOrderId=SELL-1763965655394-002053, tradeType=EQUITY, price=105.37, quantity=117, timestamp=1774611749775)
Trade(buyOrderId=BUY-1763965650529-006857, sellOrderId=SELL-1763965655390-000000, tradeType=EQUITY, price=200.0, quantity=20, timestamp=1774611749776)
Trade(buyOrderId=BUY-1763965650524-003463, sellOrderId=SELL-1763965655395-002852, tradeType=FOREX, price=4.28, quantity=419, timestamp=1774611749777)
Trade(buyOrderId=BUY-1763965650523-002900, sellOrderId=SELL-1763965655395-002852, tradeType=FOREX, price=4.28, quantity=86, timestamp=1774611749778)
Trade(buyOrderId=BUY-1763965650528-006180, sellOrderId=SELL-1763965655395-002852, tradeType=FOREX, price=4.28, quantity=51, timestamp=1774611749779)
Trade(buyOrderId=BUY-1763965650526-005067, sellOrderId=SELL-1763965655391-000834, tradeType=CRYPTO, price=967.66, quantity=5, timestamp=1774611749780)
Trade(buyOrderId=BUY-1763965650528-006505, sellOrderId=SELL-1763965655391-000834, tradeType=CRYPTO, price=967.66, quantity=2, timestamp=1774611749781)
Trade(buyOrderId=BUY-1763965650526-004705, sellOrderId=SELL-1763965655391-000834, tradeType=CRYPTO, price=967.66, quantity=5, timestamp=1774611749782)
Trade(buyOrderId=BUY-1763965650527-005582, sellOrderId=SELL-1763965655391-000834, tradeType=CRYPTO, price=967.66, quantity=2, timestamp=1774611749783)
Trade(buyOrderId=BUY-1763965650521-001253, sellOrderId=SELL-1763965655391-000834, tradeType=CRYPTO, price=967.66, quantity=1, timestamp=1774611749785)
Trade(buyOrderId=BUY-1763965650529-006825, sellOrderId=SELL-1763965655391-000834, tradeType=CRYPTO, price=967.66, quantity=4, timestamp=1774611749785)
Trade(buyOrderId=BUY-1763965650529-006857, sellOrderId=SELL-1763965655396-003203, tradeType=EQUITY, price=50.75, quantity=45, timestamp=1774611749786)
Trade(buyOrderId=BUY-1763965650527-005355, sellOrderId=SELL-1763965655396-003203, tradeType=EQUITY, price=50.75, quantity=192, timestamp=1774611749787)
Trade(buyOrderId=BUY-1763965650524-003269, sellOrderId=SELL-1763965655396-003203, tradeType=EQUITY, price=50.75, quantity=33, timestamp=1774611749788)
Trade(buyOrderId=BUY-1763965650524-003269, sellOrderId=SELL-1763965655393-001446, tradeType=EQUITY, price=353.48, quantity=51, timestamp=1774611749789)
Trade(buyOrderId=BUY-1763965650523-002598, sellOrderId=SELL-1763965655393-001446, tradeType=EQUITY, price=353.48, quantity=57, timestamp=1774611749790)
Trade(buyOrderId=BUY-1763965650523-002598, sellOrderId=SELL-1763965655393-001645, tradeType=EQUITY, price=139.63, quantity=42, timestamp=1774611749791)
Trade(buyOrderId=BUY-1763965650525-004310, sellOrderId=SELL-1763965655393-001645, tradeType=EQUITY, price=139.63, quantity=14, timestamp=1774611749792)
Trade(buyOrderId=BUY-1763965650529-006981, sellOrderId=SELL-1763965655393-001645, tradeType=EQUITY, price=139.63, quantity=179, timestamp=1774611749793)
Trade(buyOrderId=BUY-1763965650528-005986, sellOrderId=SELL-1763965655393-001645, tradeType=EQUITY, price=139.63, quantity=92, timestamp=1774611749794)
Trade(buyOrderId=BUY-1763965650528-005986, sellOrderId=SELL-1763965655393-001936, tradeType=EQUITY, price=155.04, quantity=37, timestamp=1774611749795)
Trade(buyOrderId=BUY-1763965650520-000942, sellOrderId=SELL-1763965655393-001936, tradeType=EQUITY, price=155.04, quantity=193, timestamp=1774611749796)
Trade(buyOrderId=BUY-1763965650528-005903, sellOrderId=SELL-1763965655393-001936, tradeType=EQUITY, price=155.04, quantity=6, timestamp=1774611749797)
Trade(buyOrderId=BUY-1763965650523-002834, sellOrderId=SELL-1763965655393-001936, tradeType=EQUITY, price=155.04, quantity=102, timestamp=1774611749798)
Trade(buyOrderId=BUY-1763965650529-006825, sellOrderId=SELL-1763965655392-001329, tradeType=CRYPTO, price=3716.76, quantity=3, timestamp=1774611749799)
Trade(buyOrderId=BUY-1763965650528-006064, sellOrderId=SELL-1763965655392-001329, tradeType=CRYPTO, price=3716.76, quantity=3, timestamp=1774611749800)
Trade(buyOrderId=BUY-1763965650528-006064, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=3, timestamp=1774611749802)
Trade(buyOrderId=BUY-1763965650520-000941, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=1, timestamp=1774611749803)
Trade(buyOrderId=BUY-1763965650523-002457, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=3, timestamp=1774611749803)
Trade(buyOrderId=BUY-1763965650527-005734, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=7, timestamp=1774611749805)
Trade(buyOrderId=BUY-1763965650524-002997, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=2, timestamp=1774611749806)
Trade(buyOrderId=BUY-1763965650525-003880, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=2, timestamp=1774611749807)
Trade(buyOrderId=BUY-1763965650522-002259, sellOrderId=SELL-1763965655393-001618, tradeType=CRYPTO, price=2295.09, quantity=1, timestamp=1774611749809)
Trade(buyOrderId=BUY-1763965650523-002834, sellOrderId=SELL-1763965655392-000983, tradeType=EQUITY, price=278.17, quantity=10, timestamp=1774611749809)
Trade(buyOrderId=BUY-1763965650529-007362, sellOrderId=SELL-1763965655392-000983, tradeType=EQUITY, price=278.17, quantity=31, timestamp=1774611749810)
Trade(buyOrderId=BUY-1763965650522-002259, sellOrderId=SELL-1763965655393-001492, tradeType=CRYPTO, price=1461.39, quantity=1, timestamp=1774611749811)
Trade(buyOrderId=BUY-1763965650527-005294, sellOrderId=SELL-1763965655393-001492, tradeType=CRYPTO, price=1461.39, quantity=3, timestamp=1774611749812)
Trade(buyOrderId=BUY-1763965650527-005294, sellOrderId=SELL-1763965655394-001997, tradeType=CRYPTO, price=2607.25, quantity=1, timestamp=1774611749813)
Trade(buyOrderId=BUY-1763965650528-005896, sellOrderId=SELL-1763965655394-001997, tradeType=CRYPTO, price=2607.25, quantity=10, timestamp=1774611749814)
Trade(buyOrderId=BUY-1763965650527-005371, sellOrderId=SELL-1763965655394-001997, tradeType=CRYPTO, price=2607.25, quantity=4, timestamp=1774611749815)
Trade(buyOrderId=BUY-1763965650527-005371, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=2, timestamp=1774611749816)
Trade(buyOrderId=BUY-1763965650529-006758, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=8, timestamp=1774611749817)
Trade(buyOrderId=BUY-1763965650526-004873, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=4, timestamp=1774611749818)
Trade(buyOrderId=BUY-1763965650522-001663, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=4, timestamp=1774611749819)
Trade(buyOrderId=BUY-1763965650523-002336, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=5, timestamp=1774611749820)
Trade(buyOrderId=BUY-1763965650524-002987, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=6, timestamp=1774611749821)
Trade(buyOrderId=BUY-1763965650527-005690, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=6, timestamp=1774611749822)
Trade(buyOrderId=BUY-1763965650520-000727, sellOrderId=SELL-1763965655397-003692, tradeType=CRYPTO, price=360.57, quantity=3, timestamp=1774611749823)
Trade(buyOrderId=BUY-1763965650528-006180, sellOrderId=SELL-1763965655398-004296, tradeType=FOREX, price=4.98, quantity=24, timestamp=1774611749823)
Trade(buyOrderId=BUY-1763965650528-006384, sellOrderId=SELL-1763965655398-004296, tradeType=FOREX, price=4.98, quantity=449, timestamp=1774611749824)
Trade(buyOrderId=BUY-1763965650529-007439, sellOrderId=SELL-1763965655398-004296, tradeType=FOREX, price=4.98, quantity=312, timestamp=1774611749825)
Trade(buyOrderId=BUY-1763965650529-007362, sellOrderId=SELL-1763965655392-000950, tradeType=EQUITY, price=230.56, quantity=56, timestamp=1774611749826)
Trade(buyOrderId=BUY-1763965650528-006375, sellOrderId=SELL-1763965655392-000950, tradeType=EQUITY, price=230.56, quantity=19, timestamp=1774611749828)
Trade(buyOrderId=BUY-1763965650529-007283, sellOrderId=SELL-1763965655392-000950, tradeType=EQUITY, price=230.56, quantity=170, timestamp=1774611749829)
Trade(buyOrderId=BUY-1763965650527-005711, sellOrderId=SELL-1763965655392-000950, tradeType=EQUITY, price=230.56, quantity=47, timestamp=1774611749830)
Trade(buyOrderId=BUY-1763965650524-003637, sellOrderId=SELL-1763965655392-000950, tradeType=EQUITY, price=230.56, quantity=40, timestamp=1774611749832)
Trade(buyOrderId=BUY-1763965650524-003637, sellOrderId=SELL-1763965655398-004383, tradeType=EQUITY, price=431.01, quantity=89, timestamp=1774611749833)
Trade(buyOrderId=BUY-1763965650522-002209, sellOrderId=SELL-1763965655398-004383, tradeType=EQUITY, price=431.01, quantity=101, timestamp=1774611749834)
Trade(buyOrderId=BUY-1763965650529-007439, sellOrderId=SELL-1763965655398-004452, tradeType=FOREX, price=2.69, quantity=118, timestamp=1774611749835)
Trade(buyOrderId=BUY-1763965650529-007439, sellOrderId=SELL-1763965655392-001110, tradeType=FOREX, price=4.62, quantity=384, timestamp=1774611749836)
Trade(buyOrderId=BUY-1763965650521-001437, sellOrderId=SELL-1763965655392-001110, tradeType=FOREX, price=4.62, quantity=168, timestamp=1774611749838)
Trade(buyOrderId=BUY-1763965650522-002209, sellOrderId=SELL-1763965655392-001170, tradeType=EQUITY, price=282.36, quantity=36, timestamp=1774611749839)
Trade(buyOrderId=BUY-1763965650525-003694, sellOrderId=SELL-1763965655392-001170, tradeType=EQUITY, price=282.36, quantity=129, timestamp=1774611749840)
Trade(buyOrderId=BUY-1763965650520-000674, sellOrderId=SELL-1763965655392-001170, tradeType=EQUITY, price=282.36, quantity=3, timestamp=1774611749841)
Trade(buyOrderId=BUY-1763965650520-000727, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=1, timestamp=1774611749842)
Trade(buyOrderId=BUY-1763965650529-007423, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=7, timestamp=1774611749843)
Trade(buyOrderId=BUY-1763965650527-005572, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=5, timestamp=1774611749844)
Trade(buyOrderId=BUY-1763965650522-002108, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=8, timestamp=1774611749845)
Trade(buyOrderId=BUY-1763965650529-007081, sellOrderId=SELL-1763965655392-001387, tradeType=CRYPTO, price=1813.15, quantity=1, timestamp=1774611749846)
Trade(buyOrderId=BUY-1763965650529-007081, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=1, timestamp=1774611749847)
Trade(buyOrderId=BUY-1763965650528-006627, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=2, timestamp=1774611749848)
Trade(buyOrderId=BUY-1763965650527-005444, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=6, timestamp=1774611749849)
Trade(buyOrderId=BUY-1763965650525-003909, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=1, timestamp=1774611749850)
Trade(buyOrderId=BUY-1763965650529-006713, sellOrderId=SELL-1763965655394-002086, tradeType=CRYPTO, price=634.94, quantity=8, timestamp=1774611749851)
Trade(buyOrderId=BUY-1763965650520-000674, sellOrderId=SELL-1763965655398-004272, tradeType=EQUITY, price=205.15, quantity=162, timestamp=1774611749852)
Trade(buyOrderId=BUY-1763965650522-002200, sellOrderId=SELL-1763965655398-004272, tradeType=EQUITY, price=205.15, quantity=10, timestamp=1774611749854)
Trade(buyOrderId=BUY-1763965650522-002200, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=10, timestamp=1774611749855)
Trade(buyOrderId=BUY-1763965650520-000914, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=73, timestamp=1774611749856)
Trade(buyOrderId=BUY-1763965650521-001100, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=19, timestamp=1774611749858)
Trade(buyOrderId=BUY-1763965650528-006510, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=90, timestamp=1774611749858)
Trade(buyOrderId=BUY-1763965650527-005750, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=61, timestamp=1774611749859)
Trade(buyOrderId=BUY-1763965650524-003676, sellOrderId=SELL-1763965655394-002360, tradeType=EQUITY, price=339.18, quantity=35, timestamp=1774611749860)
Trade(buyOrderId=BUY-1763965650521-001437, sellOrderId=SELL-1763965655396-003491, tradeType=FOREX, price=7.25, quantity=393, timestamp=1774611749861)
Trade(buyOrderId=BUY-1763965650521-001557, sellOrderId=SELL-1763965655396-003491, tradeType=FOREX, price=7.25, quantity=348, timestamp=1774611749862)
Trade(buyOrderId=BUY-1763965650529-006713, sellOrderId=SELL-1763965655396-003300, tradeType=CRYPTO, price=2361.18, quantity=1, timestamp=1774611749863)
Trade(buyOrderId=BUY-1763965650520-000879, sellOrderId=SELL-1763965655396-003300, tradeType=CRYPTO, price=2361.18, quantity=7, timestamp=1774611749864)
Trade(buyOrderId=BUY-1763965650524-003359, sellOrderId=SELL-1763965655396-003300, tradeType=CRYPTO, price=2361.18, quantity=7, timestamp=1774611749865)
Trade(buyOrderId=BUY-1763965650521-001557, sellOrderId=SELL-1763965655392-001361, tradeType=FOREX, price=7.25, quantity=458, timestamp=1774611749866)
Trade(buyOrderId=BUY-1763965650522-001754, sellOrderId=SELL-1763965655392-001361, tradeType=FOREX, price=7.25, quantity=41, timestamp=1774611749867)
Trade(buyOrderId=BUY-1763965650522-001988, sellOrderId=SELL-1763965655392-001361, tradeType=FOREX, price=7.25, quantity=103, timestamp=1774611749868)
Trade(buyOrderId=BUY-1763965650522-001988, sellOrderId=SELL-1763965655392-001184, tradeType=FOREX, price=7.98, quantity=583, timestamp=1774611749869)
Trade(buyOrderId=BUY-1763965650528-005995, sellOrderId=SELL-1763965655392-001184, tradeType=FOREX, price=7.98, quantity=76, timestamp=1774611749870)
Trade(buyOrderId=BUY-1763965650524-003359, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=3, timestamp=1774611749871)
Trade(buyOrderId=BUY-1763965650519-000541, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=9, timestamp=1774611749873)
Trade(buyOrderId=BUY-1763965650528-006001, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=2, timestamp=1774611749874)
Trade(buyOrderId=BUY-1763965650529-006869, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=6, timestamp=1774611749875)
Trade(buyOrderId=BUY-1763965650529-007137, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=4, timestamp=1774611749876)
Trade(buyOrderId=BUY-1763965650528-005961, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=4, timestamp=1774611749877)
Trade(buyOrderId=BUY-1763965650528-006377, sellOrderId=SELL-1763965655396-003348, tradeType=CRYPTO, price=1357.26, quantity=1, timestamp=1774611749878)
Trade(buyOrderId=BUY-1763965650528-006377, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=4, timestamp=1774611749879)
Trade(buyOrderId=BUY-1763965650526-005069, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=8, timestamp=1774611749880)
Trade(buyOrderId=BUY-1763965650526-004635, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=9, timestamp=1774611749882)
Trade(buyOrderId=BUY-1763965650520-000883, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=1, timestamp=1774611749883)
Trade(buyOrderId=BUY-1763965650523-002640, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1774611749884)
Trade(buyOrderId=BUY-1763965650519-000576, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=10, timestamp=1774611749886)
Trade(buyOrderId=BUY-1763965650526-004932, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=6, timestamp=1774611749890)
Trade(buyOrderId=BUY-1763965650521-001565, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=4, timestamp=1774611749891)
Trade(buyOrderId=BUY-1763965650524-003574, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=7, timestamp=1774611749892)
Trade(buyOrderId=BUY-1763965650529-007214, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=1, timestamp=1774611749893)
Trade(buyOrderId=BUY-1763965650526-004402, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1774611749894)
Trade(buyOrderId=BUY-1763965650529-007298, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=3, timestamp=1774611749896)
Trade(buyOrderId=BUY-1763965650528-006088, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=10, timestamp=1774611749896)
Trade(buyOrderId=BUY-1763965650525-003918, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1774611749898)
Trade(buyOrderId=BUY-1763965650528-006236, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=5, timestamp=1774611749898)
Trade(buyOrderId=BUY-1763965650527-005719, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=9, timestamp=1774611749900)
Trade(buyOrderId=BUY-1763965650520-000778, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=1, timestamp=1774611749901)
Trade(buyOrderId=BUY-1763965650525-003887, sellOrderId=SELL-1763965655397-003532, tradeType=CRYPTO, price=410.14, quantity=6, timestamp=1774611749903)
Trade(buyOrderId=BUY-1763965650524-003676, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=113, timestamp=1774611749905)
Trade(buyOrderId=BUY-1763965650526-004660, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=152, timestamp=1774611749905)
Trade(buyOrderId=BUY-1763965650523-002878, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=200, timestamp=1774611749907)
Trade(buyOrderId=BUY-1763965650528-006030, sellOrderId=SELL-1763965655398-004248, tradeType=EQUITY, price=95.53, quantity=11, timestamp=1774611749909)
Trade(buyOrderId=BUY-1763965650528-005995, sellOrderId=SELL-1763965655398-004185, tradeType=FOREX, price=3.83, quantity=77, timestamp=1774611749910)
Trade(buyOrderId=BUY-1763965650525-003887, sellOrderId=SELL-1763965655395-002964, tradeType=CRYPTO, price=3146.22, quantity=4, timestamp=1774611749911)
Trade(buyOrderId=BUY-1763965650520-000895, sellOrderId=SELL-1763965655395-002964, tradeType=CRYPTO, price=3146.22, quantity=9, timestamp=1774611749912)
Trade(buyOrderId=BUY-1763965650527-005540, sellOrderId=SELL-1763965655395-002964, tradeType=CRYPTO, price=3146.22, quantity=1, timestamp=1774611749913)
Trade(buyOrderId=BUY-1763965650527-005540, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=8, timestamp=1774611749914)
Trade(buyOrderId=BUY-1763965650527-005767, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=3, timestamp=1774611749915)
Trade(buyOrderId=BUY-1763965650525-004201, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=1, timestamp=1774611749916)
Trade(buyOrderId=BUY-1763965650526-004536, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=2, timestamp=1774611749917)
Trade(buyOrderId=BUY-1763965650528-006388, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=2, timestamp=1774611749919)
Trade(buyOrderId=BUY-1763965650522-001996, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=1, timestamp=1774611749920)
Trade(buyOrderId=BUY-1763965650521-001057, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=10, timestamp=1774611749922)
Trade(buyOrderId=BUY-1763965650522-001655, sellOrderId=SELL-1763965655398-004267, tradeType=CRYPTO, price=1045.59, quantity=5, timestamp=1774611749923)
Trade(buyOrderId=BUY-1763965650528-006030, sellOrderId=SELL-1763965655394-002305, tradeType=EQUITY, price=126.83, quantity=166, timestamp=1774611749925)
Trade(buyOrderId=BUY-1763965650526-004726, sellOrderId=SELL-1763965655394-002305, tradeType=EQUITY, price=126.83, quantity=118, timestamp=1774611749926)
Trade(buyOrderId=BUY-1763965650526-004726, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=80, timestamp=1774611749928)
Trade(buyOrderId=BUY-1763965650529-007360, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=43, timestamp=1774611749930)
Trade(buyOrderId=BUY-1763965650528-006198, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=53, timestamp=1774611749931)
Trade(buyOrderId=BUY-1763965650526-004905, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=29, timestamp=1774611749933)
Trade(buyOrderId=BUY-1763965650522-001715, sellOrderId=SELL-1763965655394-001956, tradeType=EQUITY, price=172.96, quantity=169, timestamp=1774611749933)
Trade(buyOrderId=BUY-1763965650522-001715, sellOrderId=SELL-1763965655396-003333, tradeType=EQUITY, price=329.68, quantity=7, timestamp=1774611749934)
Trade(buyOrderId=BUY-1763965650523-002687, sellOrderId=SELL-1763965655396-003333, tradeType=EQUITY, price=329.68, quantity=45, timestamp=1774611749935)
Trade(buyOrderId=BUY-1763965650520-000757, sellOrderId=SELL-1763965655396-003333, tradeType=EQUITY, price=329.68, quantity=27, timestamp=1774611749937)
Trade(buyOrderId=BUY-1763965650522-001655, sellOrderId=SELL-1763965655395-002488, tradeType=CRYPTO, price=3745.04, quantity=3, timestamp=1774611749938)
Trade(buyOrderId=BUY-1763965650523-002894, sellOrderId=SELL-1763965655395-002488, tradeType=CRYPTO, price=3745.04, quantity=6, timestamp=1774611749940)
Trade(buyOrderId=BUY-1763965650520-000757, sellOrderId=SELL-1763965655397-003602, tradeType=EQUITY, price=322.91, quantity=157, timestamp=1774611749941)
Trade(buyOrderId=BUY-1763965650525-004205, sellOrderId=SELL-1763965655397-003602, tradeType=EQUITY, price=322.91, quantity=24, timestamp=1774611749942)
Trade(buyOrderId=BUY-1763965650524-003146, sellOrderId=SELL-1763965655397-003602, tradeType=EQUITY, price=322.91, quantity=47, timestamp=1774611749942)
Trade(buyOrderId=BUY-1763965650523-002894, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=2, timestamp=1774611749944)
Trade(buyOrderId=BUY-1763965650529-007067, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=2, timestamp=1774611749944)
Trade(buyOrderId=BUY-1763965650527-005329, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=2, timestamp=1774611749946)
Trade(buyOrderId=BUY-1763965650528-006618, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1774611749947)
Trade(buyOrderId=BUY-1763965650526-004545, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1774611749948)
Trade(buyOrderId=BUY-1763965650521-001215, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=10, timestamp=1774611749949)
Trade(buyOrderId=BUY-1763965650521-001562, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=1, timestamp=1774611749951)
Trade(buyOrderId=BUY-1763965650529-006918, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1774611749952)
Trade(buyOrderId=BUY-1763965650528-006577, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=4, timestamp=1774611749953)
Trade(buyOrderId=BUY-1763965650524-003541, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=3, timestamp=1774611749955)
Trade(buyOrderId=BUY-1763965650525-003727, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=8, timestamp=1774611749955)
Trade(buyOrderId=BUY-1763965650525-004141, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=9, timestamp=1774611749956)
Trade(buyOrderId=BUY-1763965650527-005418, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=6, timestamp=1774611749957)
Trade(buyOrderId=BUY-1763965650525-004011, sellOrderId=SELL-1763965655398-004241, tradeType=CRYPTO, price=134.51, quantity=10, timestamp=1774611749958)
